class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,habitat
p,s,y,u,t,y,d,w,n,u,m
e,b,f,w,t,p,f,w,b,o,d
p,x,s,u,t,c,f,d,n,h,p
e,b,s,r,f,l,n,d,n,k,m
p,x,y,p,f,f,f,w,n,h,d
e,b,f,g,t,a,n,c,n,y,m
e,b,g,u,t,l,n,w,n,b,g
p,s,s,n,t,c,n,d,b,k,g
e,k,g,g,t,y,d,c,b,e,d
p,f,s,c,f,m,a,w,n,h,m
p,c,y,g,t,y,f,w,b,o,u
p,f,s,n,f,c,a,d,b,n,l
e,k,y,b,t,n,f,c,b,y,g
e,s,s,w,t,n,f,c,b,y,m
p,x,y,u,t,f,d,c,n,o,g
e,f,g,p,t,f,f,w,b,r,m
p,c,g,b,t,m,a,d,n,u,u
e,s,g,n,t,n,a,w,n,w,u
e,c,s,b,t,n,f,d,n,n,g
e,x,f,u,t,s,a,d,b,r,d
e,c,g,b,f,a,n,c,b,w,w
e,k,s,c,t,n,a,w,b,r,d
p,f,y,e,t,p,n,c,b,r,l
p,c,f,u,t,s,n,d,b,b,l
e,f,f,w,f,p,a,d,b,r,l
p,b,f,g,f,y,n,c,n,u,w
e,f,g,u,t,n,a,c,b,y,l
p,x,g,n,t,f,a,d,b,w,p
p,k,g,b,f,f,f,w,b,b,w
p,s,g,u,f,p,a,c,n,n,d
e,c,y,b,f,y,a,w,n,p,m
e,s,s,p,t,l,f,d,n,b,u
e,k,f,y,t,s,d,c,b,y,l
p,f,s,w,f,m,a,c,b,g,p
e,c,f,r,f,n,d,d,n,g,d
p,k,f,y,t,p,d,c,n,n,m
e,x,f,u,t,a,f,c,n,n,d
p,b,f,n,t,f,d,w,n,r,d
e,b,y,e,t,a,d,c,n,n,p
e,x,y,w,f,n,n,w,b,r,g
e,s,f,r,t,a,d,c,b,y,d
e,b,f,p,t,a,f,c,b,y,g
e,x,g,e,f,n,a,d,b,o,l
p,f,f,g,t,p,n,d,n,h,g
e,s,s,b,f,n,f,c,b,e,m
e,s,y,y,f,n,f,w,n,h,l
p,x,s,e,t,s,n,d,n,b,p
e,b,g,b,t,n,n,d,n,k,u
p,f,y,r,f,c,f,d,b,h,u
p,s,g,p,f,f,a,c,b,b,u
e,x,g,r,t,a,d,w,n,p,m
e,x,s,p,t,a,a,w,b,g,l
e,s,f,p,t,n,d,c,b,o,g
p,s,y,c,f,y,a,d,n,b,d
p,f,y,c,t,s,n,w,b,b,l
p,s,f,w,f,y,n,w,b,w,p
p,c,s,c,t,f,n,c,b,r,u
e,b,g,c,f,a,f,w,n,e,l
p,s,s,b,f,f,f,w,b,h,d
p,c,g,u,f,s,d,d,b,p,w
p,f,y,y,t,c,n,d,b,b,l
p,f,f,y,t,f,f,d,b,g,w
p,k,f,g,f,y,f,w,n,k,g
e,k,y,n,t,n,n,d,n,k,p
e,f,g,p,f,a,a,c,b,p,u
e,k,s,r,f,n,n,d,n,o,g
e,x,g,b,f,n,d,d,b,k,u
p,c,f,p,f,f,n,w,n,r,g
e,f,s,n,t,n,a,d,b,n,g
p,x,s,c,t,p,a,c,n,y,u
e,b,g,g,t,n,n,d,b,k,p
e,b,g,c,t,n,f,d,b,e,m
p,k,g,p,f,y,a,c,b,g,m
p,k,s,g,f,f,d,c,n,g,l
p,x,y,n,f,f,f,d,n,n,l
e,b,s,r,t,n,d,w,b,y,d
e,s,f,r,t,n,d,c,b,g,p
e,f,y,w,t,l,d,c,b,o,m
e,s,y,e,f,n,d,w,n,h,l
e,c,g,e,t,l,a,c,b,n,m
p,k,s,r,t,y,f,c,n,g,m
p,x,f,e,t,s,n,w,n,w,m
p,s,s,y,t,f,a,d,b,r,l
p,k,g,u,f,m,f,w,b,p,l
e,x,s,n,t,l,n,d,b,u,p
p,b,f,u,f,f,n,c,n,w,g
e,k,g,e,f,n,a,c,b,e,l
p,s,s,c,f,p,f,d,b,p,u
e,x,f,w,t,y,d,w,n,o,d
e,x,f,e,f,n,d,c,n,u,g
p,s,g,b,f,p,n,w,b,u,m
p,k,g,p,t,f,a,d,b,r,p
p,c,y,g,f,y,a,d,n,y,u
p,f,y,c,f,y,d,d,n,b,d
e,b,f,p,t,n,a,w,b,y,w
e,s,g,y,t,n,a,w,n,w,u
e,s,g,w,t,n,f,d,n,p,g
p,k,s,b,t,s,f,c,b,b,d
p,k,s,y,t,s,n,d,b,k,d
e,c,s,y,t,n,f,c,n,y,p
p,b,s,y,t,c,a,c,b,h,w
p,k,y,r,f,y,d,c,n,u,g
e,c,s,p,t,n,d,w,n,p,w
p,s,g,g,t,s,d,c,n,r,l
p,f,f,u,f,s,n,c,n,b,w
p,x,f,b,f,c,d,d,n,b,m
e,f,f,u,t,n,f,c,b,o,w
e,f,y,b,f,n,f,c,b,g,p
e,f,f,n,t,a,a,d,n,b,l
e,f,y,r,f,n,n,w,n,y,m
p,x,y,b,t,f,d,c,b,y,m
e,s,f,e,f,a,a,w,b,y,l
p,b,y,e,t,y,d,d,b,k,p
p,b,s,n,f,y,d,w,b,w,u
e,s,s,g,f,n,a,c,n,u,g
e,c,s,w,f,n,f,w,n,w,p
p,c,y,r,f,f,a,w,b,y,d
p,k,s,y,t,p,n,d,n,y,w
e,f,f,p,t,n,a,d,n,g,u
p,f,f,c,f,c,d,d,b,w,u
e,x,y,r,f,n,f,d,n,o,w
e,f,y,n,f,f,a,d,n,e,u
p,x,s,e,f,y,f,d,n,u,g
e,k,g,p,t,n,f,d,b,h,d
p,c,f,b,t,y,f,d,b,y,g
e,c,g,g,t,n,f,w,n,w,g
e,k,s,g,t,a,d,d,b,g,d
e,k,y,w,t,n,d,w,b,b,u
p,s,s,w,t,p,d,c,n,o,d
e,f,g,r,f,n,d,d,b,k,l
p,c,s,c,f,s,d,c,b,p,g
e,b,y,n,f,a,n,d,n,b,u
e,k,g,p,t,n,n,c,n,h,p
p,c,s,e,t,c,a,w,b,e,d
e,c,y,n,t,l,f,d,b,h,u
p,x,s,n,t,n,n,w,n,w,g
e,c,s,u,f,n,d,c,n,o,d
p,k,y,u,f,c,f,w,n,y,g
e,f,y,b,t,f,d,d,b,o,d
p,c,s,c,t,p,d,w,b,h,g
e,b,f,b,t,a,a,w,n,r,l
e,k,s,p,t,p,f,c,n,p,m
e,f,y,e,f,p,d,c,b,e,w
e,s,f,e,f,a,d,d,b,h,w
e,f,y,n,t,n,a,c,n,k,d
e,k,s,w,f,l,f,w,b,o,l
p,s,g,e,t,f,n,c,b,n,p
p,f,y,w,t,y,f,d,b,w,g
p,b,y,w,f,n,d,c,n,b,m
p,c,g,p,f,c,n,d,n,p,p
e,k,y,c,f,y,a,d,b,n,u
e,c,y,n,f,a,a,w,n,n,w
e,c,y,e,f,n,d,w,n,h,m
p,f,g,y,t,n,f,w,n,r,l
e,k,s,c,t,n,d,d,b,e,g
e,c,y,u,t,l,f,c,n,w,m
p,x,f,y,t,p,a,c,n,n,p
e,b,s,p,t,n,d,d,b,u,l
p,s,s,c,f,f,d,d,b,y,p
p,f,f,p,t,y,n,c,n,n,p
e,k,f,c,f,a,d,c,n,u,d
e,k,f,w,f,n,f,d,n,o,w
e,f,g,n,t,n,n,c,b,w,g
p,c,y,e,t,p,f,c,n,b,m
e,f,s,r,t,l,n,d,b,u,p
p,k,f,g,f,f,a,d,b,u,l
p,x,y,n,t,s,f,w,b,r,p
e,c,y,w,f,n,f,w,n,n,p
e,s,g,w,t,n,d,c,n,o,l
p,f,s,r,t,f,a,d,n,h,u
e,k,y,w,t,a,n,c,b,h,d
p,s,f,y,f,f,n,d,b,o,p
e,k,f,w,f,n,a,c,n,g,l
p,k,g,u,f,f,d,c,n,k,g
p,x,f,e,t,m,f,d,b,b,m
p,c,f,n,t,m,f,w,n,o,l
e,f,g,g,f,n,d,w,n,u,l
e,c,g,y,t,n,n,d,b,u,d
p,k,f,y,f,m,d,c,b,o,m
e,x,s,g,t,n,f,c,n,g,l
e,s,s,w,f,n,a,c,b,h,u
p,x,g,c,t,f,n,d,b,u,g
e,k,s,y,f,p,d,w,n,r,u
e,c,s,y,t,l,f,d,b,e,d
e,s,s,n,f,n,n,w,n,n,p
p,c,g,r,f,f,d,w,b,b,w
p,x,s,u,f,n,a,d,n,o,g
e,s,f,g,t,n,n,w,b,h,p
e,b,f,w,f,a,a,w,b,o,m
e,x,g,p,t,n,f,w,b,y,l
p,s,s,p,f,s,n,c,n,y,l
e,x,y,c,f,n,a,d,b,g,d
p,f,y,y,f,s,d,c,b,k,d
e,x,f,y,f,n,a,d,b,e,g
p,b,f,r,t,f,f,c,b,b,w
e,s,y,y,t,n,d,w,n,u,w
p,s,g,p,f,c,a,c,b,h,l
e,x,s,g,t,n,n,c,b,y,l
e,c,y,c,t,n,a,d,b,g,p
p,f,s,r,f,p,n,d,b,n,u
p,f,y,u,t,s,n,c,n,e,l
e,x,f,p,t,l,a,d,b,w,p
p,f,s,b,t,y,f,w,n,p,d
p,f,g,n,t,f,n,w,n,k,u
p,x,s,r,t,p,f,w,n,w,l
e,b,s,r,f,n,n,d,b,h,g
p,s,y,p,t,m,n,d,n,r,g
e,x,g,c,t,a,a,c,b,p,g
e,c,f,n,f,n,n,d,n,h,m
p,k,s,g,f,y,d,c,b,n,g
e,b,s,g,f,n,a,d,b,h,l
e,x,y,y,t,a,d,d,b,k,l
p,b,f,b,f,y,d,c,n,p,w
p,k,y,e,t,c,n,w,b,u,g
e,f,g,p,f,n,f,d,n,b,w
e,f,f,c,f,n,a,c,b,p,g
p,k,g,n,t,f,f,d,b,u,p
e,f,y,c,f,a,a,d,b,y,u
p,b,f,e,f,f,d,d,n,p,g
p,f,g,g,f,y,n,d,n,n,p
e,k,g,c,t,a,n,d,b,n,l
p,k,y,g,f,y,n,c,b,e,g
p,s,f,g,t,s,f,d,b,h,p
e,k,g,b,t,a,n,c,b,k,d
p,c,s,g,f,n,n,c,b,y,p
p,b,f,w,f,p,f,w,b,b,d
p,k,f,g,f,p,f,c,n,h,u
p,s,s,n,f,f,n,c,b,y,l
e,b,f,n,f,n,n,w,n,n,u
e,s,f,n,f,n,d,d,n,y,u
e,c,s,r,t,a,n,w,b,o,d
e,b,y,p,f,n,f,d,b,e,w
e,x,g,p,f,a,a,d,n,b,w
p,c,s,p,t,y,n,c,n,o,u
p,c,f,w,f,p,a,d,n,o,l
p,f,g,n,t,y,n,w,b,w,g
p,k,g,y,t,p,n,w,b,u,u
p,c,g,p,t,m,d,d,n,h,m
e,b,y,e,f,l,n,w,n,h,l
p,x,f,e,t,y,f,w,b,k,p
e,b,f,c,f,a,n,c,n,w,p
p,b,g,r,t,p,a,c,b,r,l
p,x,g,y,t,s,n,c,b,r,d
e,s,y,g,t,l,f,d,n,o,p
p,f,y,n,f,y,n,c,b,u,l
p,k,g,w,f,c,a,w,b,e,g
e,c,f,r,t,n,n,c,n,e,w
p,k,s,b,f,s,d,w,b,e,w
e,f,y,b,t,n,n,c,b,u,l
e,s,f,u,t,n,a,w,n,g,g
p,x,y,g,f,c,a,c,b,n,l
p,k,f,n,t,y,a,c,b,k,u
p,b,g,r,t,n,d,c,b,n,m
p,c,y,b,f,f,n,c,n,n,g
e,c,s,u,t,n,a,w,b,y,m
e,s,g,w,t,l,d,c,n,k,d
p,f,y,n,f,f,d,d,b,y,p
p,f,g,b,t,f,a,c,n,p,g
e,x,s,p,t,n,f,c,n,b,p
p,f,y,e,f,n,n,d,b,e,u
p,k,y,u,t,s,a,w,n,e,d
p,c,y,w,f,y,n,d,b,y,d
p,x,f,b,f,f,d,w,b,p,w
e,f,f,w,f,n,n,d,n,r,u
p,b,y,g,f,p,f,d,b,k,d
p,c,g,c,t,n,n,d,n,o,g
e,x,g,u,f,a,a,w,b,b,g
p,c,y,r,t,y,a,c,n,u,m
e,k,s,r,t,a,a,c,n,u,p
e,s,s,b,f,s,n,d,b,h,m
p,f,s,p,f,p,a,w,b,n,g
e,s,f,p,f,p,n,w,b,e,w
e,f,f,g,t,n,n,c,b,u,m
p,f,f,r,t,s,a,w,n,g,g
e,b,f,u,t,a,f,w,b,w,l
e,k,g,e,f,a,a,d,n,y,p
e,b,y,p,t,a,d,w,n,p,u
e,k,y,r,f,n,d,w,b,u,u
p,k,y,c,f,f,f,d,b,w,m
p,k,g,u,t,m,d,c,n,k,w
p,f,s,e,f,f,f,c,n,w,u
p,f,s,c,t,n,n,w,b,b,l
e,f,f,r,t,a,d,d,b,o,l
p,b,f,b,t,y,f,c,n,n,m
p,x,g,y,t,m,a,w,b,h,u
p,s,g,y,f,s,d,c,n,h,u
p,k,s,g,t,y,d,w,n,o,d
p,b,y,g,f,f,f,c,n,n,d
p,f,y,e,t,c,n,d,b,p,g
e,s,g,c,t,l,f,d,n,p,m
p,f,g,r,f,s,f,c,b,r,g
e,x,g,r,t,l,d,d,b,h,l
e,f,f,b,t,n,f,c,n,n,w
e,k,y,w,t,f,a,c,n,b,m
e,c,g,g,f,n,f,d,b,b,w
e,s,g,w,t,n,a,w,b,y,g
e,f,f,w,t,n,a,d,b,b,w
p,x,g,b,t,f,f,w,b,h,l
p,s,y,w,f,p,n,w,n,o,w
p,c,f,w,f,f,a,w,b,u,u
e,s,g,b,f,n,a,c,b,e,m
p,k,y,p,f,f,a,w,b,h,g
p,k,y,w,t,s,n,w,n,o,d
e,k,f,g,f,n,f,d,b,e,w
p,x,y,b,f,p,n,c,b,r,w
p,c,f,u,f,s,f,c,b,e,p
e,k,y,w,f,n,a,w,b,u,w
p,f,g,p,t,y,d,d,b,p,u
p,c,f,g,t,n,a,w,n,n,w
e,k,y,n,f,n,f,c,b,b,g
e,c,f,g,f,n,n,d,n,r,g
e,s,y,c,f,a,a,c,n,g,m
e,f,f,u,f,l,a,c,b,n,d
e,b,g,y,t,l,f,c,b,n,d
p,k,f,r,t,f,f,c,n,g,d
e,f,f,c,f,l,d,c,n,g,p
p,x,g,b,f,s,a,d,n,k,u
e,s,y,b,f,n,a,d,n,e,u
e,k,s,r,f,n,a,c,n,w,d
e,b,g,e,f,l,d,w,b,b,d
p,s,f,e,f,f,d,w,b,u,m
e,f,g,r,f,n,a,c,b,e,m
e,s,g,b,t,n,f,d,n,b,m
e,f,f,g,t,n,n,w,b,r,p
p,c,f,u,t,f,a,d,b,r,d
p,k,s,p,f,y,a,d,n,n,m
e,b,g,y,t,n,a,w,b,o,p
e,x,f,u,f,y,f,w,n,u,p
p,c,y,r,f,f,d,d,n,u,l
p,k,y,b,f,p,n,w,n,p,m
e,b,y,e,t,p,n,c,b,g,m
p,c,y,b,t,c,d,w,n,p,u
p,b,g,e,f,y,a,d,b,u,m
e,s,g,u,t,n,a,d,n,k,p
p,b,s,c,t,p,n,d,b,k,d
p,c,g,g,t,m,n,d,n,w,m
p,c,f,u,t,f,a,d,b,g,g
e,k,s,g,f,n,f,d,n,o,u
e,c,g,w,f,l,a,c,b,u,w
e,s,g,u,t,n,f,d,b,u,g
e,k,f,n,t,l,a,d,b,b,p
p,b,f,n,t,s,n,c,n,k,g
p,c,f,g,f,f,a,d,n,b,w
p,k,y,w,t,y,a,d,b,p,p
p,k,g,g,f,p,d,c,b,o,u
e,x,g,r,t,l,a,w,b,g,w
p,k,g,n,t,c,a,w,n,w,l
p,k,s,b,f,s,a,d,b,e,g
e,x,s,g,f,n,n,w,n,y,u
p,f,s,g,f,s,a,w,b,u,l
e,s,s,y,f,n,f,c,n,h,p
p,c,s,p,t,p,f,w,b,r,p
p,x,f,p,f,y,a,d,n,y,l
e,k,s,e,f,l,n,c,n,g,w
p,k,g,w,f,s,f,w,b,r,w
p,c,y,n,t,p,a,d,b,h,u
e,s,g,n,f,f,a,c,b,b,d
e,b,g,p,t,n,f,d,b,g,l
e,x,f,g,t,n,n,w,b,g,g
p,f,y,g,f,p,n,d,n,w,l
p,c,g,n,t,n,f,w,n,n,m
p,c,f,w,f,f,a,w,n,e,g
p,x,y,c,t,y,n,w,b,h,u
p,k,y,r,t,m,d,w,n,b,d
e,k,f,y,f,f,a,w,b,o,d
p,f,s,n,f,c,n,c,n,g,g
e,x,f,e,t,n,a,w,n,r,p
e,c,f,c,f,l,d,c,b,w,p
p,x,s,n,f,p,f,d,b,o,p
e,b,f,y,t,a,d,d,b,n,d
p,c,f,p,t,f,a,c,n,e,g
p,f,f,n,t,s,f,c,n,h,d
e,f,g,c,f,n,d,d,n,r,p
e,c,f,r,t,n,n,c,b,b,w
p,k,f,g,f,p,d,c,n,r,w
p,c,y,u,t,f,a,w,n,e,u
e,c,y,p,f,n,n,d,n,k,u
e,b,y,c,f,n,d,c,b,p,g
p,c,f,e,t,s,a,c,n,e,l
p,s,s,e,t,f,f,c,n,g,l
e,s,f,b,f,l,d,w,n,w,u
e,x,g,u,t,a,f,d,n,k,d
p,x,g,n,t,s,n,d,b,e,g
p,f,g,b,f,p,f,c,n,e,u
p,k,g,e,f,s,a,c,b,w,p
p,f,f,n,t,f,n,w,n,k,p
p,b,y,b,t,y,d,c,b,w,u
e,c,f,n,t,a,f,c,n,e,p
p,f,f,r,t,n,n,w,b,y,m
e,c,f,u,t,n,n,c,n,b,w
p,f,f,p,f,p,d,d,n,r,m
e,c,s,p,t,y,d,d,n,n,w
e,f,y,p,f,f,d,d,n,p,w
p,s,y,e,t,f,d,w,b,w,m
p,s,g,r,t,p,f,w,b,e,l
e,s,f,y,t,n,n,d,b,o,d
p,x,g,u,f,s,d,d,n,w,l
e,b,y,c,t,n,n,w,b,n,g
e,f,y,w,f,l,n,c,n,k,l
p,x,g,y,f,m,a,c,b,o,d
e,k,y,c,t,p,a,w,n,o,w
p,f,y,p,t,c,d,d,n,b,u
e,c,s,c,t,n,d,w,n,e,d
p,b,f,n,t,f,a,d,n,p,g
p,x,f,n,f,p,n,w,n,p,g
e,x,y,c,f,a,d,w,b,g,u
e,b,y,g,t,n,f,w,n,o,m
p,f,s,b,f,y,d,w,b,b,l
p,c,g,w,t,m,d,w,b,r,g
e,k,s,e,f,f,f,w,n,b,m
p,f,s,c,t,f,d,d,n,w,w
e,b,g,u,t,n,n,d,b,y,p
e,f,y,g,f,a,f,c,b,u,w
e,f,f,r,f,f,f,w,n,o,m
e,b,s,g,f,a,a,c,b,k,m
p,b,s,w,t,n,n,c,b,p,w
p,k,f,u,f,s,a,w,b,u,l
p,b,s,g,t,n,n,w,n,e,p
p,b,g,e,t,s,d,c,b,n,g
p,b,f,b,t,c,a,c,n,k,w
p,x,f,u,t,c,d,w,b,w,u
p,b,g,n,f,y,d,w,b,h,g
p,b,g,e,t,f,a,w,n,u,l
p,b,f,p,t,c,a,d,n,r,d
e,k,g,r,t,n,d,c,n,w,w
p,f,s,w,f,y,d,c,n,y,g
p,b,y,w,f,c,n,c,b,e,l
p,b,s,c,f,c,d,d,b,p,l
p,k,g,w,t,f,f,c,b,o,d
p,f,s,w,f,p,d,w,b,g,g
p,k,y,b,f,p,d,d,b,g,u
e,s,y,r,t,n,d,c,b,r,u
p,c,y,b,t,m,a,d,b,r,g
e,c,g,n,f,a,a,d,n,g,d
p,c,g,u,f,n,f,w,b,p,p
p,b,g,g,t,f,d,d,n,b,m
e,k,y,r,f,n,n,w,b,u,u
e,b,g,g,t,l,n,w,b,g,l
p,c,f,p,t,y,d,c,b,u,u
e,f,s,b,t,n,d,w,b,g,w
e,f,s,e,t,s,d,c,n,b,p
p,s,f,g,f,c,d,c,b,u,g
e,k,g,e,t,a,d,c,b,n,p
e,s,s,c,t,a,a,w,b,y,m
p,f,y,r,f,f,f,c,b,g,d
e,c,s,c,f,s,a,w,b,b,u
e,s,s,u,f,l,n,w,b,o,w
p,s,s,c,t,f,a,c,n,h,l
p,s,g,e,t,f,a,w,n,p,w
p,k,f,w,t,c,f,c,n,k,d
p,k,s,b,f,f,n,c,n,g,l
p,c,y,c,f,m,n,c,n,p,p
e,c,s,u,t,s,d,d,n,n,w
e,c,g,r,t,f,f,w,n,r,w
e,s,g,y,t,l,a,d,b,o,d
e,c,y,u,f,n,a,d,n,r,g
p,k,s,b,f,f,a,w,n,e,d
p,f,s,g,t,s,n,w,n,b,m
e,c,y,n,f,n,n,c,n,r,g
p,x,f,r,f,p,a,d,b,o,u
e,k,g,e,f,n,n,w,n,b,w
e,b,f,n,f,n,d,c,n,y,p
p,f,f,u,t,y,a,w,n,e,p
e,k,s,u,t,l,a,w,n,n,l
e,c,y,u,f,n,d,c,b,b,u
e,s,g,n,f,n,n,w,b,y,l
e,x,f,c,t,n,a,c,n,k,g
p,b,f,b,f,f,d,d,b,o,p
p,f,s,r,f,c,f,c,n,h,p
e,c,s,b,t,a,d,w,b,b,w
e,k,s,r,f,n,a,d,b,r,m
p,k,y,r,t,y,d,d,b,b,w
p,f,g,g,f,n,n,c,b,y,g
e,x,g,u,f,a,a,c,n,w,u
e,s,s,y,f,n,a,c,b,e,m
p,c,f,p,f,y,n,d,n,b,w
p,f,s,b,f,y,n,c,n,u,p
e,f,s,g,f,n,n,w,b,n,u
p,k,y,u,f,c,f,d,b,g,l
e,f,s,w,f,n,a,c,b,e,g
e,b,g,w,t,l,a,d,n,e,l
p,b,s,c,t,p,a,w,n,n,p
p,c,g,n,t,f,d,w,b,r,m
e,f,f,w,t,l,a,w,n,h,l
e,k,g,e,f,n,a,c,b,o,p
e,s,g,u,t,l,n,c,b,k,l
p,c,s,p,t,c,n,d,b,p,g
e,x,g,y,f,p,n,c,b,n,l
e,k,g,u,f,n,a,d,n,h,g
e,x,f,w,f,n,n,c,b,w,g
p,c,g,p,f,p,f,w,n,o,w
e,b,g,y,f,n,n,c,n,p,u
e,k,s,c,t,n,f,c,n,u,m
e,s,y,c,f,n,d,c,b,g,l
p,k,s,g,f,p,f,w,n,u,d
p,c,f,y,f,f,f,d,b,u,w
p,k,s,y,t,c,d,c,n,b,p
p,k,g,e,f,s,f,w,b,o,u
p,c,y,y,f,f,a,c,b,p,d
e,f,s,w,t,l,a,c,n,k,m
p,c,s,e,t,y,n,w,n,w,u
e,k,f,y,f,n,n,c,n,e,l
e,s,g,b,t,n,n,c,b,g,w
p,s,s,g,t,c,n,c,b,k,l
e,c,s,g,f,n,a,c,b,b,l
e,k,y,b,t,n,n,c,n,n,m
e,x,f,e,t,p,f,w,b,n,u
p,x,g,c,f,y,d,w,b,h,p
e,b,s,b,t,y,f,c,b,g,u
p,c,y,u,t,y,d,c,b,w,m
p,c,s,n,f,c,a,d,n,k,g
p,x,s,p,f,s,d,w,b,w,g
e,x,f,c,t,f,n,c,n,r,g
p,x,y,c,t,n,a,d,b,w,p
e,s,y,r,t,f,n,w,b,w,m
e,s,g,c,t,n,f,d,b,g,m
e,b,s,g,t,l,f,d,n,h,g
p,b,y,c,f,s,n,c,b,r,m
e,f,s,u,t,n,d,c,n,n,m
e,s,s,c,t,y,f,w,b,p,d
e,c,g,y,f,n,d,d,n,r,l
e,b,g,g,f,n,f,d,b,b,p
p,k,y,b,t,y,n,c,n,h,m
p,c,s,b,t,p,n,w,n,y,w
p,f,y,w,f,p,f,c,b,n,g
e,x,s,n,t,a,f,w,b,h,u
e,f,y,n,f,n,d,d,n,u,u
p,c,y,y,f,p,d,w,b,h,p
e,x,s,n,f,y,d,d,b,p,m
p,f,f,c,f,y,n,w,b,b,l
e,f,g,b,t,a,f,c,n,g,m
p,c,s,c,f,f,a,c,n,n,g
e,b,y,r,t,n,d,c,b,u,w
e,k,f,w,f,a,a,w,b,u,m
p,f,y,b,t,f,n,d,n,e,d
p,k,f,n,t,s,d,c,b,o,u
e,s,s,p,f,a,d,w,b,n,d
p,s,g,c,t,y,a,w,n,h,d
p,c,y,u,t,y,a,c,b,r,u
e,c,f,p,t,y,f,c,n,u,p
e,b,f,u,f,n,a,c,b,r,w
e,x,g,r,t,a,n,c,n,h,d
e,k,y,n,t,y,d,w,n,k,g
p,f,s,c,f,m,a,d,b,o,p
e,x,s,c,f,a,n,d,n,o,m
e,s,y,u,t,n,a,w,b,r,w
e,s,g,c,f,n,a,d,n,b,l
p,k,g,r,f,f,a,w,n,g,p
e,k,g,g,f,a,f,w,b,o,u
e,x,f,g,t,n,d,w,b,r,g
e,x,f,u,f,f,d,d,n,o,m
p,b,g,n,f,p,d,w,b,g,g
e,f,y,u,f,n,f,w,n,y,g
p,f,s,e,t,f,a,c,n,k,g
e,f,f,c,f,a,d,c,n,e,d
e,s,g,c,t,n,d,d,b,w,u
e,s,f,g,f,l,a,c,n,g,l
e,x,f,p,t,y,d,c,b,n,p
p,b,g,u,f,n,a,c,n,e,u
p,c,y,n,f,s,f,w,n,e,d
p,b,s,g,t,c,d,c,b,n,d
p,s,y,u,t,p,d,d,b,h,w
e,x,f,b,f,n,a,w,b,r,l
e,b,y,n,f,l,n,d,n,g,m
p,x,y,n,f,f,f,d,n,o,d
p,k,s,y,t,f,d,d,b,e,d
p,k,g,p,f,s,a,d,b,p,p
e,c,g,r,f,p,f,d,b,e,d
e,s,g,n,f,a,a,c,n,k,l
p,k,y,y,t,p,n,c,n,p,m
e,c,y,c,f,a,d,d,n,b,w
e,f,s,u,t,n,n,d,b,e,p
e,x,g,w,t,n,d,c,n,y,d
p,f,s,w,f,m,n,d,b,e,w
e,f,s,p,t,n,d,c,b,n,m
p,c,y,c,t,f,a,d,b,n,u
e,x,g,n,f,l,f,d,n,g,m
p,c,f,c,f,y,d,w,n,n,w
p,b,f,y,f,s,d,d,n,h,d
e,f,y,b,t,a,a,w,b,b,d
p,x,y,r,t,s,n,d,n,p,g
e,f,y,e,t,n,d,w,n,u,d
e,b,y,r,f,n,n,c,b,w,u
p,s,f,n,t,y,a,d,b,y,m
e,b,g,c,f,a,d,c,b,r,u
e,s,s,r,f,n,f,w,n,h,p
e,x,f,u,t,n,d,w,b,w,g
e,x,g,r,t,s,a,w,b,w,g
p,b,y,y,t,f,n,w,n,n,m
e,f,s,r,f,l,d,c,b,w,p
p,k,g,u,t,c,a,w,b,p,u
p,f,g,e,f,c,a,d,n,b,m
e,k,s,e,t,y,a,w,b,n,l
e,c,g,u,f,a,n,c,n,h,m
p,x,g,c,t,s,n,c,b,n,d
e,b,s,b,t,a,f,d,n,b,l
e,c,s,n,f,n,f,c,b,u,g
e,f,f,p,t,n,d,w,b,o,d
p,k,y,w,t,y,a,d,n,w,m
p,s,y,c,f,f,f,d,n,k,m
e,x,g,r,t,l,n,c,n,e,g
e,k,y,w,t,p,a,d,b,g,u
p,f,f,w,f,c,d,w,b,g,w
p,f,g,u,t,f,a,w,b,u,m
p,b,y,g,t,f,f,c,n,y,p
p,c,y,b,f,s,f,w,b,k,w
e,x,g,b,t,n,a,w,n,k,g
p,b,s,g,t,c,n,c,b,e,u
e,k,f,n,f,l,a,w,n,o,w
e,c,g,g,t,a,a,c,n,o,g
p,x,g,p,t,y,a,c,n,w,d
e,k,y,p,t,n,a,c,n,p,g
p,x,s,u,f,y,a,d,b,h,u
e,x,y,r,t,a,n,w,n,o,w
p,s,g,w,t,n,d,w,b,r,u
p,s,g,b,f,f,d,w,b,k,u
e,c,y,b,f,n,f,c,n,n,w
p,s,s,g,t,p,n,c,n,p,d
e,k,g,g,t,n,a,w,b,r,w
p,s,f,g,f,c,n,w,b,o,d
e,b,s,n,f,n,d,w,b,p,d
p,b,g,g,f,n,a,w,n,y,p
e,b,s,r,t,y,n,d,b,g,l
e,x,s,w,f,f,f,c,b,g,w
e,f,f,c,t,n,d,d,b,n,w
e,c,g,c,t,n,a,w,b,h,g
p,b,s,r,t,c,a,c,b,w,d
p,c,g,y,f,c,a,d,b,n,d
p,s,g,p,f,s,a,d,n,o,m
e,x,s,c,f,n,a,c,n,w,l
e,c,y,n,f,n,a,d,n,u,d
e,b,s,y,t,p,n,w,n,w,m
p,b,y,e,t,f,f,d,n,n,m
