age,workclass,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,31,United-States,<=50K
17,Private,HS-grad,Never-married,Transport-moving,White,Female,34,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,19,United-States,>50K
27,Private,Bachelors,Never-married,Armed-Forces,White,Male,40,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,38,United-States,<=50K
51,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,53,United-States,<=50K
17,Private,Some-college,Never-married,Prof-specialty,Black,Male,38,United-States,<=50K
37,Private,Some-college,Widowed,Craft-repair,Black,Female,43,United-States,<=50K
52,State-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Female,57,United-States,<=50K
35,Private,Some-college,Never-married,Transport-moving,Black,Male,33,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,22,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,34,United-States,<=50K
42,Private,Bachelors,Never-married,Adm-clerical,White,Male,60,United-States,<=50K
34,Private,Bachelors,Never-married,Machine-op-inspct,White,Male,35,United-States,<=50K
22,Private,Preschool,Never-married,Adm-clerical,White,Male,35,United-States,<=50K
23,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,29,United-States,>50K
47,Private,HS-grad,Widowed,Machine-op-inspct,White,Male,55,United-States,<=50K
38,Self-emp-not-inc,Some-college,Divorced,Armed-Forces,White,Male,46,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,51,United-States,>50K
32,Local-gov,5th-6th,Divorced,Prof-specialty,White,Male,49,United-States,<=50K
34,Private,Assoc-voc,Never-married,Other-service,White,Male,50,United-States,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Protective-serv,White,Female,35,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Sales,White,Female,39,Other,<=50K
20,Private,5th-6th,Married-civ-spouse,Farming-fishing,White,Male,54,United-States,<=50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,16,United-States,<=50K
35,Federal-gov,Some-college,Divorced,Machine-op-inspct,Asian-Pac-Islander,Female,37,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Never-married,Protective-serv,White,Male,46,United-States,<=50K
58,Private,Some-college,Never-married,Farming-fishing,White,Male,57,Other,>50K
37,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,24,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,57,United-States,<=50K
22,Local-gov,HS-grad,Widowed,Farming-fishing,White,Male,20,United-States,<=50K
35,Private,9th,Married-civ-spouse,Craft-repair,White,Female,31,United-States,<=50K
45,Local-gov,Some-college,Never-married,Other-service,White,Male,31,United-States,<=50K
17,Private,12th,Married-civ-spouse,Farming-fishing,White,Female,61,United-States,<=50K
40,Without-pay,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Male,49,Mexico,>50K
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,>50K
38,Private,HS-grad,Never-married,Craft-repair,White,Female,46,United-States,<=50K
51,Private,Some-college,Never-married,Protective-serv,White,Male,43,United-States,>50K
42,Never-worked,10th,Married-civ-spouse,Other-service,Black,Male,30,United-States,<=50K
57,Private,Assoc-acdm,Never-married,Craft-repair,White,Male,27,United-States,<=50K
25,Self-emp-inc,HS-grad,Never-married,Other-service,White,Male,46,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Priv-house-serv,Black,Male,39,United-States,<=50K
39,Private,11th,Married-civ-spouse,Other-service,Black,Male,55,United-States,>50K
24,Local-gov,HS-grad,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K
50,Private,11th,Married-civ-spouse,Sales,White,Female,52,United-States,<=50K
68,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Male,42,United-States,<=50K
37,Private,Masters,Married-civ-spouse,Sales,White,Male,38,United-States,>50K
44,Self-emp-inc,Assoc-voc,Never-married,Sales,Black,Female,64,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Female,36,Germany,<=50K
28,Private,HS-grad,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,32,United-States,<=50K
17,Self-emp-not-inc,12th,Married-civ-spouse,Other-service,White,Male,56,United-States,<=50K
28,Private,7th-8th,Never-married,Transport-moving,White,Female,37,United-States,<=50K
19,Private,10th,Never-married,Prof-specialty,White,Male,55,United-States,<=50K
60,Private,10th,Married-civ-spouse,Armed-Forces,White,Male,39,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Female,47,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,36,United-States,<=50K
49,Private,Some-college,Divorced,Farming-fishing,Black,Male,40,United-States,<=50K
23,Private,Assoc-voc,Married-civ-spouse,Sales,Black,Female,37,United-States,<=50K
28,Private,HS-grad,Divorced,Protective-serv,White,Female,53,United-States,<=50K
38,Private,HS-grad,Divorced,Transport-moving,White,Female,41,United-States,<=50K
51,Private,10th,Never-married,Farming-fishing,Black,Male,48,United-States,<=50K
44,Private,Some-college,Never-married,Handlers-cleaners,White,Male,34,United-States,>50K
41,Private,Masters,Married-civ-spouse,Other-service,Black,Male,55,United-States,>50K
39,Private,Bachelors,Divorced,Handlers-cleaners,White,Female,44,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,49,United-States,<=50K
40,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Male,49,United-States,>50K
24,Federal-gov,Prof-school,Never-married,Priv-house-serv,White,Male,45,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,46,United-States,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,63,United-States,<=50K
39,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,35,United-States,<=50K
31,Private,7th-8th,Married-civ-spouse,Armed-Forces,White,Female,44,United-States,<=50K
71,Local-gov,Masters,Married-civ-spouse,Other-service,White,Male,43,United-States,<=50K
37,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,13,United-States,<=50K
19,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Female,34,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,31,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Sales,White,Female,35,United-States,<=50K
59,Private,12th,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,>50K
30,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,41,United-States,<=50K
17,Private,HS-grad,Widowed,Transport-moving,White,Male,28,United-States,<=50K
48,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Black,Male,55,United-States,<=50K
20,Private,Bachelors,Never-married,Handlers-cleaners,White,Female,42,United-States,<=50K
32,Private,Assoc-acdm,Married-AF-spouse,Armed-Forces,White,Male,39,United-States,<=50K
34,Private,HS-grad,Divorced,Exec-managerial,White,Male,61,United-States,<=50K
37,Private,HS-grad,Divorced,Protective-serv,White,Female,29,United-States,<=50K
46,Private,Some-college,Never-married,Machine-op-inspct,White,Male,41,United-States,<=50K
29,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,White,Male,21,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,17,United-States,<=50K
37,Private,HS-grad,Divorced,Protective-serv,White,Female,43,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Armed-Forces,White,Female,39,United-States,<=50K
39,Private,12th,Never-married,Handlers-cleaners,White,Male,32,United-States,>50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Black,Male,32,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,55,United-States,<=50K
43,State-gov,Bachelors,Never-married,Handlers-cleaners,White,Male,27,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Other-service,White,Male,24,United-States,>50K
17,Federal-gov,Bachelors,Never-married,Machine-op-inspct,White,Male,33,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,52,United-States,<=50K
44,Private,Some-college,Never-married,Farming-fishing,Amer-Indian-Eskimo,Male,17,United-States,<=50K
47,Private,Bachelors,Divorced,Sales,White,Female,22,United-States,<=50K
28,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Black,Male,15,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,46,Mexico,<=50K
30,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,White,Male,52,United-States,<=50K
44,Private,12th,Divorced,Exec-managerial,White,Female,48,United-States,<=50K
51,State-gov,12th,Married-civ-spouse,Craft-repair,White,Female,34,United-States,<=50K
32,Local-gov,HS-grad,Widowed,Machine-op-inspct,White,Male,31,United-States,>50K
49,Private,Bachelors,Never-married,Farming-fishing,White,Male,39,United-States,>50K
39,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Female,45,Mexico,<=50K
36,Private,HS-grad,Divorced,Prof-specialty,Other,Female,42,United-States,<=50K
35,Private,Bachelors,Never-married,Transport-moving,Black,Female,39,Mexico,<=50K
47,Self-emp-not-inc,Assoc-acdm,Never-married,Other-service,White,Male,41,United-States,<=50K
42,Private,Assoc-voc,Never-married,Armed-Forces,White,Female,36,United-States,<=50K
67,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,25,United-States,<=50K
26,Private,Some-college,Divorced,Tech-support,White,Male,36,United-States,<=50K
44,Private,Some-college,Divorced,Other-service,White,Male,58,United-States,<=50K
31,Private,9th,Married-civ-spouse,Transport-moving,White,Male,36,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Protective-serv,Black,Male,17,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,46,United-States,<=50K
39,Self-emp-inc,10th,Never-married,Transport-moving,White,Male,34,United-States,<=50K
75,Private,HS-grad,Married-civ-spouse,Armed-Forces,White,Female,32,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Farming-fishing,Black,Female,33,United-States,<=50K
23,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,23,United-States,<=50K
41,Private,Bachelors,Never-married,Tech-support,Black,Male,24,United-States,<=50K
17,Self-emp-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,27,United-States,>50K
36,Private,Some-college,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
38,Private,11th,Never-married,Exec-managerial,White,Male,38,United-States,<=50K
48,Private,10th,Married-civ-spouse,Farming-fishing,White,Male,23,United-States,<=50K
50,Private,HS-grad,Never-married,Transport-moving,White,Male,51,United-States,>50K
31,Private,HS-grad,Divorced,Prof-specialty,White,Female,50,United-States,>50K
36,Local-gov,Some-college,Married-civ-spouse,Armed-Forces,White,Female,39,United-States,>50K
28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,48,United-States,>50K
23,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,20,United-States,<=50K
42,Private,Some-college,Divorced,Craft-repair,White,Female,27,United-States,<=50K
21,Local-gov,Some-college,Divorced,Prof-specialty,White,Male,41,United-States,<=50K
32,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,39,United-States,<=50K
25,Federal-gov,Masters,Divorced,Priv-house-serv,White,Female,30,United-States,<=50K
45,Private,Some-college,Separated,Handlers-cleaners,White,Female,43,Other,<=50K
61,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,<=50K
21,Private,10th,Divorced,Armed-Forces,White,Male,40,United-States,<=50K
17,Private,Bachelors,Separated,Adm-clerical,White,Female,30,United-States,<=50K
36,Private,HS-grad,Never-married,Tech-support,White,Female,51,United-States,<=50K
38,Federal-gov,Bachelors,Married-civ-spouse,Transport-moving,White,Male,34,United-States,<=50K
40,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,28,United-States,<=50K
32,Private,7th-8th,Married-civ-spouse,Priv-house-serv,White,Male,69,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Separated,Protective-serv,White,Male,35,United-States,<=50K
42,Private,9th,Married-civ-spouse,Priv-house-serv,White,Male,34,United-States,<=50K
51,Private,9th,Married-civ-spouse,Protective-serv,White,Male,31,United-States,<=50K
17,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Black,Female,44,United-States,<=50K
33,State-gov,HS-grad,Widowed,Prof-specialty,White,Female,53,United-States,>50K
40,Private,Some-college,Never-married,Sales,White,Male,40,United-States,<=50K
26,Never-worked,Some-college,Never-married,Transport-moving,White,Male,52,United-States,>50K
60,State-gov,11th,Never-married,Adm-clerical,Black,Male,28,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Black,Male,53,United-States,>50K
37,Private,9th,Divorced,Protective-serv,White,Male,25,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,46,United-States,<=50K
30,Private,11th,Never-married,Protective-serv,White,Female,26,United-States,<=50K
17,Private,10th,Never-married,Craft-repair,White,Female,51,United-States,<=50K
32,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,39,United-States,>50K
51,Private,Preschool,Married-civ-spouse,Armed-Forces,White,Male,35,United-States,>50K
33,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Armed-Forces,Black,Female,31,United-States,<=50K
26,Self-emp-inc,11th,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,<=50K
50,State-gov,Some-college,Married-civ-spouse,Tech-support,White,Male,48,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,56,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Transport-moving,Black,Female,26,United-States,>50K
39,Private,Some-college,Never-married,Protective-serv,Asian-Pac-Islander,Male,75,United-States,<=50K
48,Private,Bachelors,Never-married,Armed-Forces,White,Male,37,United-States,<=50K
68,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,10,United-States,>50K
48,Private,HS-grad,Divorced,Priv-house-serv,White,Male,36,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,38,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,47,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Farming-fishing,Black,Female,47,United-States,<=50K
38,Private,Bachelors,Never-married,Handlers-cleaners,White,Female,25,United-States,<=50K
39,Self-emp-not-inc,Some-college,Never-married,Handlers-cleaners,White,Female,32,United-States,<=50K
23,Private,Bachelors,Never-married,Other-service,White,Male,43,United-States,<=50K
35,Federal-gov,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,32,United-States,>50K
43,Private,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
42,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Female,38,Other,<=50K
44,Federal-gov,Assoc-voc,Never-married,Protective-serv,White,Male,44,United-States,<=50K
41,Self-emp-inc,Bachelors,Never-married,Transport-moving,White,Male,33,Mexico,>50K
31,Self-emp-inc,Some-college,Never-married,Sales,White,Male,41,United-States,>50K
31,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,White,Male,46,United-States,<=50K
22,Private,9th,Married-civ-spouse,Transport-moving,White,Male,22,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,52,United-States,<=50K
38,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,36,Germany,<=50K
35,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
25,Private,11th,Never-married,Exec-managerial,White,Male,32,United-States,<=50K
76,Private,10th,Widowed,Armed-Forces,White,Male,20,United-States,<=50K
24,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Male,41,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,37,United-States,<=50K
43,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,53,United-States,<=50K
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Black,Male,32,United-States,<=50K
50,Private,11th,Married-civ-spouse,Armed-Forces,White,Male,45,United-States,<=50K
61,Private,HS-grad,Never-married,Transport-moving,Black,Male,42,United-States,<=50K
44,Private,10th,Divorced,Armed-Forces,White,Female,33,United-States,<=50K
24,Private,Preschool,Divorced,Protective-serv,White,Female,32,United-States,<=50K
34,Self-emp-not-inc,Some-college,Divorced,Tech-support,White,Female,49,United-States,<=50K
42,Local-gov,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,46,United-States,<=50K
64,Private,HS-grad,Married-civ-spouse,Farming-fishing,Black,Male,26,United-States,<=50K
19,Private,9th,Divorced,Sales,White,Female,29,United-States,<=50K
53,Private,Some-college,Never-married,Other-service,Black,Male,51,United-States,>50K
40,Private,Bachelors,Widowed,Exec-managerial,White,Female,46,United-States,<=50K
